SQL_TEXT,ELAPSED_TIME
"SELECT t1.status, t2.model FROM flights t1 JOIN aircrafts_data t2 ON t1.status = t2.model",5422
"SELECT flight_id, seat_no FROM boarding_passes WHERE flight_id = '927950'",648
"SELECT actual_departure, actual_departure FROM flights WHERE actual_departure = '820239'",626
"SELECT t1.seat_no, t2.flight_no FROM boarding_passes t1 JOIN flights t2 ON t1.seat_no = t2.flight_no",27871
SELECT UPPER(ticket_no) FROM boarding_passes,811
"SELECT t1.book_ref, t2.ticket_no FROM bookings t1 JOIN tickets t2 ON t1.book_ref = t2.ticket_no",55184
"SELECT airport_name, airport_code FROM airports_data WHERE airport_name = '589723'",859
"SELECT total_amount, SUM(book_ref) FROM bookings GROUP BY total_amount",808
"SELECT t1.seat_no, t2.seat_no FROM seats t1 JOIN boarding_passes t2 ON t1.seat_no = t2.seat_no",1120
"SELECT t1.ticket_no, t2.aircraft_code FROM tickets t1 JOIN aircrafts_data t2 ON t1.ticket_no = t2.aircraft_code",1306
"SELECT t1.book_ref, t2.ticket_no FROM bookings t1 JOIN ticket_flights t2 ON t1.book_ref = t2.ticket_no",80395
"SELECT t1.*, t2.* FROM airports_data t1 LEFT JOIN ticket_flights t2 ON t1.airport_code = t2.fare_conditions",61120
"SELECT flight_id, aircraft_code FROM flights WHERE flight_id = '484258'",723
"SELECT t1.*, t2.* FROM boarding_passes t1 FULL OUTER JOIN seats t2 ON t1.seat_no = t2.aircraft_code",2364
"SELECT passenger_id, book_ref FROM tickets WHERE passenger_id = '460590'",9120
SELECT ROUND(seat_no) FROM seats,769
"SELECT aircraft_code, MAX(actual_arrival) FROM flights GROUP BY aircraft_code",6253
SELECT UPPER(airport_code) FROM airports_data,699
"SELECT t1.*, t2.* FROM tickets t1 LEFT JOIN boarding_passes t2 ON t1.ticket_no = t2.seat_no",89478
"SELECT ticket_no, seat_no FROM boarding_passes WHERE ticket_no = '933473'",1057
"SELECT fare_conditions, MAX(flight_id) FROM ticket_flights GROUP BY fare_conditions",148104
"SELECT t1.*, t2.* FROM ticket_flights t1 FULL OUTER JOIN seats t2 ON t1.fare_conditions = t2.aircraft_code",1462
"SELECT ticket_no, COUNT(flight_id) FROM ticket_flights GROUP BY ticket_no",127383
"SELECT timezone, SUM(airport_code) FROM airports_data GROUP BY timezone",656
"SELECT fare_conditions, MIN(seat_no) FROM seats GROUP BY fare_conditions",1056
"SELECT t1.*, t2.* FROM tickets t1 LEFT JOIN bookings t2 ON t1.book_ref = t2.book_ref",35204
"SELECT seat_no, aircraft_code FROM seats WHERE seat_no = '979791'",594
"SELECT coordinates, timezone FROM airports_data WHERE coordinates = '667480'",570
SELECT ROUND(range) FROM aircrafts_data,648
"SELECT seat_no, SUM(aircraft_code) FROM seats GROUP BY seat_no",909
"SELECT t1.model, t2.seat_no FROM aircrafts_data t1 JOIN seats t2 ON t1.model = t2.seat_no",1294
"SELECT model, range FROM aircrafts_data WHERE model = '940396'",815
SELECT UPPER(fare_conditions) FROM seats,915
"SELECT t1.*, t2.* FROM airports_data t1 RIGHT JOIN tickets t2 ON t1.city = t2.ticket_no",1182
"SELECT scheduled_arrival, flight_no FROM flights WHERE scheduled_arrival > DATE '2017-07-01'",591
"SELECT t1.*, t2.* FROM aircrafts_data t1 RIGHT JOIN seats t2 ON t1.aircraft_code = t2.fare_conditions",1175
"SELECT t1.*, t2.* FROM seats t1 RIGHT JOIN ticket_flights t2 ON t1.aircraft_code = t2.ticket_no",1383
"SELECT ticket_no, book_ref FROM tickets WHERE ticket_no = '600134'",537
"SELECT t1.range, t2.boarding_no FROM aircrafts_data t1 JOIN boarding_passes t2 ON t1.range = t2.boarding_no",30216
"SELECT model, model FROM aircrafts_data WHERE model = '357271'",503
"SELECT t1.*, t2.* FROM bookings t1 LEFT JOIN seats t2 ON t1.book_ref = t2.seat_no",1184
"SELECT t1.*, t2.* FROM seats t1 LEFT JOIN flights t2 ON t1.fare_conditions = t2.departure_airport",4935
"SELECT t1.*, t2.* FROM boarding_passes t1 FULL OUTER JOIN airports_data t2 ON t1.ticket_no = t2.airport_code",1397
"SELECT coordinates, MIN(airport_code) FROM airports_data GROUP BY coordinates",687
"SELECT passenger_name, AVG(book_ref) FROM tickets GROUP BY passenger_name",890
SELECT UPPER(flight_id) FROM ticket_flights,892
"SELECT t1.book_ref, t2.fare_conditions FROM bookings t1 JOIN seats t2 ON t1.book_ref = t2.fare_conditions",1086
"SELECT fare_conditions, fare_conditions FROM ticket_flights WHERE fare_conditions = '102171'",14390
"SELECT range, model FROM aircrafts_data WHERE range = '674890'",635
"SELECT arrival_airport, MIN(aircraft_code) FROM flights GROUP BY arrival_airport",4966
"SELECT scheduled_departure, flight_no FROM flights WHERE scheduled_departure > DATE '2017-07-01'",581
"SELECT city, coordinates FROM airports_data WHERE city = '260487'",666
"SELECT t1.ticket_no, t2.passenger_id FROM boarding_passes t1 JOIN tickets t2 ON t1.ticket_no = t2.passenger_id",82663
"SELECT departure_airport, MAX(scheduled_departure) FROM flights GROUP BY departure_airport",4695
"SELECT ticket_no, MIN(flight_id) FROM ticket_flights GROUP BY ticket_no",803
"SELECT range, model FROM aircrafts_data WHERE range = '952173'",658
"SELECT t1.aircraft_code, t2.seat_no FROM aircrafts_data t1 JOIN boarding_passes t2 ON t1.aircraft_code = t2.seat_no",26039
"SELECT t1.*, t2.* FROM airports_data t1 JOIN tickets t2 ON t1.airport_code = t2.book_ref",26620
"SELECT total_amount, book_ref FROM bookings WHERE total_amount > 976",907
"SELECT ticket_no, seat_no FROM boarding_passes WHERE ticket_no = '565161'",716
"SELECT book_ref, book_date FROM bookings WHERE book_ref = '663536'",1003
"SELECT status, actual_departure FROM flights WHERE status = '615703'",1443
"SELECT t1.*, t2.* FROM seats t1 FULL OUTER JOIN tickets t2 ON t1.seat_no = t2.contact_data",1226
"SELECT t1.*, t2.* FROM ticket_flights t1 LEFT JOIN seats t2 ON t1.fare_conditions = t2.seat_no",1297
SELECT LOWER(aircraft_code) FROM seats,771
"SELECT t1.book_ref, t2.airport_code FROM bookings t1 JOIN airports_data t2 ON t1.book_ref = t2.airport_code",1837
"SELECT city, COUNT(airport_name) FROM airports_data GROUP BY city",1480
"SELECT t1.*, t2.* FROM bookings t1 JOIN boarding_passes t2 ON t1.total_amount = t2.flight_id",46046
"SELECT passenger_id, ticket_no FROM tickets WHERE passenger_id = '457482'",10731
SELECT ROUND(scheduled_departure) FROM flights,656
"SELECT t1.fare_conditions, t2.book_ref FROM seats t1 JOIN bookings t2 ON t1.fare_conditions = t2.book_ref",846
SELECT UPPER(aircraft_code) FROM aircrafts_data,619
"SELECT t1.*, t2.* FROM ticket_flights t1 RIGHT JOIN tickets t2 ON t1.fare_conditions = t2.passenger_name",163882
SELECT ROUND(airport_name) FROM airports_data,713
"SELECT fare_conditions, seat_no FROM seats WHERE fare_conditions = '519334'",537
"SELECT t1.flight_id, t2.range FROM boarding_passes t1 JOIN aircrafts_data t2 ON t1.flight_id = t2.range",1483
"SELECT t1.model, t2.seat_no FROM aircrafts_data t1 JOIN boarding_passes t2 ON t1.model = t2.seat_no",23781
"SELECT passenger_name, contact_data FROM tickets WHERE passenger_name = '757695'",8992
"SELECT seat_no, fare_conditions FROM seats WHERE seat_no = '896580'",522
"SELECT t1.*, t2.* FROM aircrafts_data t1 LEFT JOIN tickets t2 ON t1.model = t2.ticket_no",1286
"SELECT t1.passenger_name, t2.ticket_no FROM tickets t1 JOIN ticket_flights t2 ON t1.passenger_name = t2.ticket_no",116190
"SELECT ticket_no, COUNT(boarding_no) FROM boarding_passes GROUP BY ticket_no",629
"SELECT fare_conditions, fare_conditions FROM seats WHERE fare_conditions = '727342'",681
"SELECT boarding_no, ticket_no FROM boarding_passes WHERE boarding_no = '745907'",9526
"SELECT t1.airport_name, t2.seat_no FROM airports_data t1 JOIN seats t2 ON t1.airport_name = t2.seat_no",1094
"SELECT t1.aircraft_code, t2.departure_airport FROM seats t1 JOIN flights t2 ON t1.aircraft_code = t2.departure_airport",3852
"SELECT t1.flight_id, t2.flight_id FROM ticket_flights t1 JOIN boarding_passes t2 ON t1.flight_id = t2.flight_id",108315
"SELECT t1.contact_data, t2.aircraft_code FROM tickets t1 JOIN seats t2 ON t1.contact_data = t2.aircraft_code",24580
"SELECT book_date, total_amount FROM bookings WHERE book_date > DATE '2017-07-01'",494
"SELECT departure_airport, scheduled_arrival FROM flights WHERE departure_airport = '200426'",1849
"SELECT t1.*, t2.* FROM airports_data t1 FULL OUTER JOIN flights t2 ON t1.airport_code = t2.flight_no",1142
"SELECT flight_id, seat_no FROM boarding_passes WHERE flight_id = '739976'",619
"SELECT t1.*, t2.* FROM aircrafts_data t1 FULL OUTER JOIN ticket_flights t2 ON t1.aircraft_code = t2.ticket_no",1261
"SELECT aircraft_code, AVG(departure_airport) FROM flights GROUP BY aircraft_code",794
"SELECT t1.*, t2.* FROM flights t1 JOIN airports_data t2 ON t1.aircraft_code = t2.coordinates",4605
"SELECT departure_airport, aircraft_code FROM flights WHERE departure_airport = '507567'",1538
"SELECT model, SUM(range) FROM aircrafts_data GROUP BY model",585
"SELECT timezone, AVG(coordinates) FROM airports_data GROUP BY timezone",752
"SELECT t1.*, t2.* FROM bookings t1 LEFT JOIN seats t2 ON t1.book_ref = t2.fare_conditions",985
"SELECT timezone, airport_name FROM airports_data WHERE timezone = '875240'",632
"SELECT boarding_no, flight_id FROM boarding_passes WHERE boarding_no = '578162'",16480
"SELECT city, MAX(airport_code) FROM airports_data GROUP BY city",585
"SELECT seat_no, aircraft_code FROM seats WHERE seat_no = '399912'",769
SELECT ROUND(boarding_no) FROM boarding_passes,749
"SELECT passenger_name, passenger_name FROM tickets WHERE passenger_name = '740515'",8494
"SELECT t1.book_ref, t2.aircraft_code FROM bookings t1 JOIN seats t2 ON t1.book_ref = t2.aircraft_code",1317
"SELECT aircraft_code, aircraft_code FROM aircrafts_data WHERE aircraft_code = '192864'",1015
"SELECT t1.*, t2.* FROM seats t1 JOIN flights t2 ON t1.seat_no = t2.flight_no",3366
"SELECT book_ref, SUM(passenger_id) FROM tickets GROUP BY book_ref",737
"SELECT airport_name, MIN(coordinates) FROM airports_data GROUP BY airport_name",1340
"SELECT actual_departure, flight_id FROM flights WHERE actual_departure = '175676'",673
"SELECT t1.ticket_no, t2.arrival_airport FROM boarding_passes t1 JOIN flights t2 ON t1.ticket_no = t2.arrival_airport",29469
"SELECT ticket_no, ticket_no FROM ticket_flights WHERE ticket_no = '250155'",592
"SELECT t1.*, t2.* FROM seats t1 LEFT JOIN boarding_passes t2 ON t1.fare_conditions = t2.ticket_no",19437
"SELECT flight_id, status FROM flights WHERE flight_id = '211901'",695
"SELECT t1.*, t2.* FROM airports_data t1 RIGHT JOIN bookings t2 ON t1.airport_name = t2.book_ref",918
"SELECT t1.*, t2.* FROM aircrafts_data t1 LEFT JOIN bookings t2 ON t1.model = t2.book_ref",1334
"SELECT t1.*, t2.* FROM bookings t1 RIGHT JOIN flights t2 ON t1.book_date = t2.actual_departure",9692
"SELECT t1.*, t2.* FROM flights t1 RIGHT JOIN airports_data t2 ON t1.flight_no = t2.airport_name",3057
"SELECT coordinates, timezone FROM airports_data WHERE coordinates = '554364'",768
"SELECT flight_id, ticket_no FROM boarding_passes WHERE flight_id = '701490'",820
"SELECT flight_id, SUM(boarding_no) FROM boarding_passes GROUP BY flight_id",44019
SELECT ROUND(airport_code) FROM airports_data,745
"SELECT t1.contact_data, t2.aircraft_code FROM tickets t1 JOIN flights t2 ON t1.contact_data = t2.aircraft_code",29626
"SELECT ticket_no, COUNT(passenger_name) FROM tickets GROUP BY ticket_no",490
"SELECT t1.*, t2.* FROM aircrafts_data t1 RIGHT JOIN flights t2 ON t1.model = t2.flight_no",3018
"SELECT t1.*, t2.* FROM seats t1 LEFT JOIN tickets t2 ON t1.fare_conditions = t2.passenger_id",28141
"SELECT t1.status, t2.ticket_no FROM flights t1 JOIN tickets t2 ON t1.status = t2.ticket_no",22743
"SELECT flight_id, aircraft_code FROM flights WHERE flight_id = '538183'",553
"SELECT book_ref, SUM(total_amount) FROM bookings GROUP BY book_ref",482
SELECT ROUND(flight_id) FROM ticket_flights,869
"SELECT coordinates, MAX(city) FROM airports_data GROUP BY coordinates",627
SELECT LOWER(seat_no) FROM boarding_passes,894
"SELECT flight_id, MAX(ticket_no) FROM boarding_passes GROUP BY flight_id",118538
"SELECT seat_no, SUM(ticket_no) FROM boarding_passes GROUP BY seat_no",59750
"SELECT t1.*, t2.* FROM aircrafts_data t1 RIGHT JOIN ticket_flights t2 ON t1.range = t2.amount",1465
"SELECT t1.boarding_no, t2.flight_id FROM boarding_passes t1 JOIN ticket_flights t2 ON t1.boarding_no = t2.flight_id",58092
"SELECT t1.timezone, t2.fare_conditions FROM airports_data t1 JOIN ticket_flights t2 ON t1.timezone = t2.fare_conditions",47467
"SELECT t1.aircraft_code, t2.passenger_id FROM seats t1 JOIN tickets t2 ON t1.aircraft_code = t2.passenger_id",21803
"SELECT boarding_no, boarding_no FROM boarding_passes WHERE boarding_no = '216153'",20859
"SELECT aircraft_code, range FROM aircrafts_data WHERE aircraft_code = '418703'",816
SELECT UPPER(city) FROM airports_data,578
"SELECT flight_id, AVG(actual_departure) FROM flights GROUP BY flight_id",1007
"SELECT t1.*, t2.* FROM airports_data t1 FULL OUTER JOIN tickets t2 ON t1.coordinates = t2.ticket_no",1235
SELECT UPPER(airport_name) FROM airports_data,680
"SELECT actual_departure, COUNT(aircraft_code) FROM flights GROUP BY actual_departure",3530
"SELECT t1.*, t2.* FROM airports_data t1 FULL OUTER JOIN tickets t2 ON t1.timezone = t2.book_ref",1323
SELECT LOWER(book_ref) FROM bookings,706
"SELECT ticket_no, ticket_no FROM ticket_flights WHERE ticket_no = '917076'",590
SELECT ROUND(book_ref) FROM bookings,590
"SELECT t1.ticket_no, t2.fare_conditions FROM ticket_flights t1 JOIN seats t2 ON t1.ticket_no = t2.fare_conditions",95471
"SELECT t1.contact_data, t2.book_ref FROM tickets t1 JOIN bookings t2 ON t1.contact_data = t2.book_ref",30054
"SELECT fare_conditions, SUM(flight_id) FROM ticket_flights GROUP BY fare_conditions",65764
"SELECT t1.*, t2.* FROM airports_data t1 RIGHT JOIN seats t2 ON t1.coordinates = t2.aircraft_code",964
"SELECT t1.*, t2.* FROM flights t1 LEFT JOIN ticket_flights t2 ON t1.arrival_airport = t2.ticket_no",42179
"SELECT t1.*, t2.* FROM flights t1 JOIN airports_data t2 ON t1.flight_no = t2.timezone",1286
"SELECT t1.ticket_no, t2.passenger_name FROM ticket_flights t1 JOIN tickets t2 ON t1.ticket_no = t2.passenger_name",110982
"SELECT city, city FROM airports_data WHERE city = '270203'",483
"SELECT fare_conditions, aircraft_code FROM seats WHERE fare_conditions = '468661'",539
"SELECT airport_name, COUNT(timezone) FROM airports_data GROUP BY airport_name",927
"SELECT t1.*, t2.* FROM flights t1 JOIN bookings t2 ON t1.scheduled_arrival = t2.book_date",9603
"SELECT actual_arrival, status FROM flights WHERE actual_arrival = '481470'",764
"SELECT flight_id, actual_arrival FROM flights WHERE flight_id = '988786'",549
"SELECT t1.*, t2.* FROM ticket_flights t1 FULL OUTER JOIN airports_data t2 ON t1.fare_conditions = t2.airport_name",904
"SELECT fare_conditions, aircraft_code FROM seats WHERE fare_conditions = '167182'",733
"SELECT actual_departure, status FROM flights WHERE actual_departure = '105345'",1053
"SELECT t1.*, t2.* FROM airports_data t1 LEFT JOIN seats t2 ON t1.airport_name = t2.fare_conditions",1100
"SELECT amount, SUM(ticket_no) FROM ticket_flights GROUP BY amount",131043
"SELECT t1.*, t2.* FROM flights t1 LEFT JOIN airports_data t2 ON t1.arrival_airport = t2.city",1259
"SELECT amount, flight_id FROM ticket_flights WHERE amount = '333655'",17189
"SELECT t1.*, t2.* FROM flights t1 JOIN bookings t2 ON t1.flight_no = t2.book_ref",10882
"SELECT book_ref, COUNT(total_amount) FROM bookings GROUP BY book_ref",1310
"SELECT aircraft_code, SUM(seat_no) FROM seats GROUP BY aircraft_code",909
"SELECT fare_conditions, ticket_no FROM ticket_flights WHERE fare_conditions = '651107'",16433
"SELECT t1.model, t2.airport_name FROM aircrafts_data t1 JOIN airports_data t2 ON t1.model = t2.airport_name",838
SELECT LOWER(passenger_name) FROM tickets,897
"SELECT t1.*, t2.* FROM airports_data t1 FULL OUTER JOIN bookings t2 ON t1.airport_name = t2.book_ref",1108
SELECT LOWER(fare_conditions) FROM seats,725
"SELECT t1.fare_conditions, t2.fare_conditions FROM ticket_flights t1 JOIN seats t2 ON t1.fare_conditions = t2.fare_conditions",989
"SELECT t1.*, t2.* FROM boarding_passes t1 JOIN bookings t2 ON t1.ticket_no = t2.book_ref",64881
"SELECT book_date, total_amount FROM bookings WHERE book_date > DATE '2017-08-01'",779
SELECT UPPER(aircraft_code) FROM seats,973
"SELECT fare_conditions, AVG(flight_id) FROM ticket_flights GROUP BY fare_conditions",70164
"SELECT t1.model, t2.departure_airport FROM aircrafts_data t1 JOIN flights t2 ON t1.model = t2.departure_airport",5008
"SELECT t1.ticket_no, t2.timezone FROM boarding_passes t1 JOIN airports_data t2 ON t1.ticket_no = t2.timezone",1057
"SELECT t1.*, t2.* FROM aircrafts_data t1 RIGHT JOIN airports_data t2 ON t1.aircraft_code = t2.timezone",1233
"SELECT total_amount, book_date FROM bookings WHERE total_amount > 403",632
"SELECT t1.*, t2.* FROM bookings t1 FULL OUTER JOIN aircrafts_data t2 ON t1.book_ref = t2.model",1057
"SELECT flight_no, flight_no FROM flights WHERE flight_no = '169322'",632
"SELECT airport_name, SUM(timezone) FROM airports_data GROUP BY airport_name",591
"SELECT passenger_name, passenger_id FROM tickets WHERE passenger_name = '196098'",10703
"SELECT seat_no, SUM(fare_conditions) FROM seats GROUP BY seat_no",1106
"SELECT t1.book_ref, t2.timezone FROM bookings t1 JOIN airports_data t2 ON t1.book_ref = t2.timezone",766
"SELECT t1.flight_no, t2.passenger_id FROM flights t1 JOIN tickets t2 ON t1.flight_no = t2.passenger_id",25859
"SELECT t1.ticket_no, t2.aircraft_code FROM ticket_flights t1 JOIN seats t2 ON t1.ticket_no = t2.aircraft_code",40738
"SELECT aircraft_code, range FROM aircrafts_data WHERE aircraft_code = '550211'",706
"SELECT coordinates, MIN(timezone) FROM airports_data GROUP BY coordinates",643
"SELECT seat_no, MIN(ticket_no) FROM boarding_passes GROUP BY seat_no",67504
"SELECT t1.airport_name, t2.aircraft_code FROM airports_data t1 JOIN aircrafts_data t2 ON t1.airport_name = t2.aircraft_code",801
SELECT UPPER(fare_conditions) FROM ticket_flights,697
"SELECT t1.*, t2.* FROM ticket_flights t1 LEFT JOIN boarding_passes t2 ON t1.ticket_no = t2.ticket_no",97422
"SELECT t1.*, t2.* FROM ticket_flights t1 RIGHT JOIN flights t2 ON t1.amount = t2.flight_id",8848
"SELECT t1.*, t2.* FROM boarding_passes t1 RIGHT JOIN airports_data t2 ON t1.seat_no = t2.coordinates",36144
